firstName,lastName,email,phone,zipCode,address,apt,city,state,dob,timezone,latitude,longitude
Jennifer,Esposito,jennifer.esposito5@yahoo.com,5186992518,12210,7184 Martin St,,Albany,NY,11/03/1965,America/New_York,42.681041,-73.813918
Anthony,Ferrari,anthony.ferrari2@hotmail.com,7167856874,11101,6805 Martin St,,Queens,NY,06/03/1998,America/New_York,40.747692,-73.939601
Vincent,Russo,vincentrusso86@gmail.com,6076162268,10309,5861 Martin St,Apt 807,Staten Island,NY,03/15/2006,America/New_York,40.518536,-74.206299
Salvatore,Williams,swilliams40@protonmail.com,8458595260,10008,2358 Jones St,,New York,NY,09/01/1993,America/New_York,40.70861,-74.005132
Angela,Miller,angelamil53@gmail.com,7184316644,13204,5949 Second St,,Syracuse,NY,05/10/1961,America/New_York,43.026969,-76.116034
Joseph,Wilson,josephw67@protonmail.com,3473236554,10453,4616 Moore Ave,,Bronx,NY,03/26/1967,America/New_York,40.853277,-73.914104
Donna,Conti,d.conti@outlook.com,9294447066,14603,1900 Smith Rd,,Rochester,NY,04/19/1951,America/New_York,43.173368,-77.585676
John,Davis,john_davis33@protonmail.com,6469255245,14602,6918 Pine St,Apt 107,Rochester,NY,06/21/1985,America/New_York,43.164347,-77.599742
Michelle,Greco,michellegrec@protonmail.com,5856717094,11101,9061 Elm St,Apt 819,Queens,NY,02/01/1977,America/New_York,40.74573,-73.937766
Joseph,Ferrari,joseph.ferrari56@gmail.com,8459023673,11356,2143 Thomas Rd,,Queens,NY,11/20/1965,America/New_York,40.789657,-73.847386
Vincent,Romano,vincentr96@hotmail.com,8458668282,13205,4845 Thomas Rd,,Syracuse,NY,06/02/1996,America/New_York,43.070108,-76.111293
Nicholas,Miller,nicholas_miller47@outlook.com,9148357911,14206,2428 Johnson Rd,,Buffalo,NY,08/12/1982,America/New_York,42.850486,-78.822745
Salvatore,Smith,salvatore.smith81@gmail.com,7186367746,11207,1933 Elm St,,Brooklyn,NY,05/14/1975,America/New_York,40.669866,-73.890354
Angela,Marino,a.marino@outlook.com,6077805304,11208,9091 Maple Ave,,Brooklyn,NY,05/07/1977,America/New_York,40.675953,-73.874219
Donna,Ricci,donna.ricci@gmail.com,6318595491,14208,5090 Johnson Rd,Apt 589,Buffalo,NY,12/08/1993,America/New_York,42.840974,-78.802789
Frank,Jones,frank.jones9@gmail.com,9142865658,10003,3587 Adams St,,New York,NY,12/07/2007,America/New_York,40.729308,-73.988627
Jennifer,Marino,j.marino@gmail.com,2129291799,10308,9394 Davis Ave,Apt 909,Staten Island,NY,09/27/1947,America/New_York,40.55177,-74.148753
Christine,Ferrari,christine_ferrari95@outlook.com,8452553647,10455,2093 Miller St,Apt 106,Bronx,NY,06/23/1994,America/New_York,40.810969,-73.902302
Salvatore,Conti,salvatorecont@hotmail.com,9147611836,13208,6590 Wilson Rd,,Syracuse,NY,12/17/1946,America/New_York,43.005781,-76.081154
Michelle,Romano,michelle.romano91@hotmail.com,6319248654,13205,9828 Fifth St,,Syracuse,NY,05/17/1977,America/New_York,43.070611,-76.103403
Maria,Ricci,mariar72@outlook.com,6075248722,10018,9797 Martin St,,New York,NY,10/09/1972,America/New_York,40.757018,-73.989019
Angela,Ricci,angela_ricci@protonmail.com,5854465093,11356,4837 Oak Ave,,Queens,NY,03/27/1993,America/New_York,40.785168,-73.845888
Donna,Miller,donna.miller2@yahoo.com,9174451693,14603,8145 Brown St,,Rochester,NY,08/26/1975,America/New_York,43.17544,-77.592257
Jennifer,Greco,jennifer.greco@hotmail.com,9173598194,11210,5766 Anderson St,Apt 434,Brooklyn,NY,09/06/1948,America/New_York,40.626013,-73.943558
Angela,Russo,angelarusso64@gmail.com,9343081414,10451,3999 Thomas Rd,Apt 138,Bronx,NY,10/26/1945,America/New_York,40.815703,-73.920334
John,Greco,john.greco58@hotmail.com,2123665308,12208,8998 Maple Ave,Apt 750,Albany,NY,02/03/1958,America/New_York,42.696038,-73.851487
Salvatore,Russo,salvatore_russo@yahoo.com,8459205825,10010,1167 Johnson Rd,,New York,NY,10/23/1952,America/New_York,40.737051,-73.982507
Jennifer,Romano,jenniferrom45@gmail.com,3157102326,12202,9936 Jackson St,Apt 94,Albany,NY,07/17/1946,America/New_York,42.67962,-73.840613
Angela,Miller,angelamill@protonmail.com,9172693995,10006,6174 Pine St,Apt 446,New York,NY,06/23/1994,America/New_York,40.710678,-74.014564
Vincent,Brown,vincentb85@yahoo.com,9298118796,14208,3014 Wilson Rd,,Buffalo,NY,07/09/1985,America/New_York,42.835376,-78.799559
Maria,Greco,maria.greco60@gmail.com,6317039333,10451,7603 Washington Ave,Apt 968,Bronx,NY,07/11/1960,America/New_York,40.816058,-73.928054
Angela,Romano,angela_romano@yahoo.com,5183077968,10451,4705 Brown St,,Bronx,NY,04/18/2000,America/New_York,40.817436,-73.922644
Lisa,Russo,lrusso20@yahoo.com,7186094884,14205,5024 Jones St,,Buffalo,NY,03/02/1980,America/New_York,42.898528,-78.836093
Donna,Smith,donna_smith@hotmail.com,6074007539,10009,9725 Park Rd,,New York,NY,09/04/1976,America/New_York,40.722278,-73.976266
Michelle,Jones,michelle.jones9@yahoo.com,6074184299,11204,8253 Jefferson St,Apt 596,Brooklyn,NY,05/27/1963,America/New_York,40.61502,-73.984014
Joseph,Williams,joseph.williams3@yahoo.com,2126448030,10301,9625 Pine St,,Staten Island,NY,02/07/2007,America/New_York,40.632959,-74.087001
Salvatore,Johnson,salvatore.johnson21@yahoo.com,6463704654,11207,9384 Fourth St,,Brooklyn,NY,12/13/1959,America/New_York,40.674711,-73.893145
Anthony,Jones,ajones50@outlook.com,9349438463,14609,9483 Anderson St,Apt 516,Rochester,NY,06/07/1958,America/New_York,43.20887,-77.528215
Angela,Wilson,a.wilson@gmail.com,9293075731,10307,4460 Martin St,Apt 924,Staten Island,NY,12/27/1953,America/New_York,40.51174,-74.23968
Maria,Ricci,maria_ricci56@outlook.com,2127672459,13207,2877 Martin St,,Syracuse,NY,10/13/1987,America/New_York,43.075767,-76.091376
Michelle,Marino,michelle_marino@protonmail.com,6073443421,13208,9877 Second St,,Syracuse,NY,11/25/1947,America/New_York,43.005384,-76.078715
Jennifer,Romano,jennifer_romano@hotmail.com,9142696800,12205,1718 Third St,,Albany,NY,05/18/1961,America/New_York,42.714928,-73.819292
Donna,Romano,dromano54@hotmail.com,5167875771,14602,9534 First St,,Rochester,NY,03/04/1992,America/New_York,43.16425,-77.597262
Angela,Smith,asmith87@hotmail.com,2124871006,13205,5245 Maple Ave,,Syracuse,NY,09/13/1948,America/New_York,43.067086,-76.107081
Lisa,Brown,lisa_brown@yahoo.com,7167647051,12203,2242 Park Rd,,Albany,NY,02/04/1970,America/New_York,42.653858,-73.830666
Michelle,Miller,michelle_miller@yahoo.com,7187285423,14210,5562 Fifth St,,Buffalo,NY,11/09/1963,America/New_York,42.827845,-78.776966
Catherine,Romano,catherineroma@gmail.com,3476817196,10307,678 Davis Ave,,Staten Island,NY,02/22/1967,America/New_York,40.502345,-74.238366
Frank,Romano,frankrom28@yahoo.com,3478404861,11206,1718 Oak Ave,Apt 792,Brooklyn,NY,05/16/1994,America/New_York,40.702627,-73.940411
Salvatore,Smith,salvatore.smith66@outlook.com,8454423294,13201,4863 Fourth St,,Syracuse,NY,12/13/1948,America/New_York,43.046518,-76.15163
Lisa,Esposito,lisaesp24@hotmail.com,3154074159,11357,3645 Jefferson St,,Queens,NY,10/08/1951,America/New_York,40.79548,-73.835824
Michelle,Davis,mdavis80@outlook.com,3152256270,10012,3976 Fourth St,,New York,NY,02/03/1950,America/New_York,40.721229,-73.999902
Salvatore,Russo,s.russo@hotmail.com,6076455214,12205,97 Johnson Rd,Apt 82,Albany,NY,01/03/1973,America/New_York,42.715169,-73.817861
Donna,Wilson,donna928@gmail.com,6074183934,13204,7357 Franklin Ave,Apt 866,Syracuse,NY,07/05/1958,America/New_York,43.02477,-76.113833
John,Ferrari,johnfer62@hotmail.com,9293466363,12210,7820 Davis Ave,,Albany,NY,03/26/1994,America/New_York,42.678109,-73.816555
Salvatore,Conti,s.conti@gmail.com,6312816503,10014,6145 Main St,,New York,NY,06/07/1978,America/New_York,40.738934,-74.009994
Lisa,Brown,l.brown@yahoo.com,5169116381,10301,1092 Brown St,,Staten Island,NY,05/06/1987,America/New_York,40.629115,-74.086902
Michelle,Ferrari,michelle_ferrari2@yahoo.com,5852833191,10303,5728 Elm St,Apt 697,Staten Island,NY,04/03/1987,America/New_York,40.636424,-74.167983
Angela,Greco,angelagrec@yahoo.com,5165558920,10301,8926 Washington Ave,,Staten Island,NY,04/20/1988,America/New_York,40.637561,-74.079295
Anthony,Miller,anthony_miller@yahoo.com,5852446160,10308,7055 Fifth St,,Staten Island,NY,02/12/1981,America/New_York,40.555312,-74.147974
Vincent,Esposito,vesposito69@outlook.com,3477015823,10019,3922 Taylor Ave,,New York,NY,05/01/1950,America/New_York,40.760911,-73.980917
Joseph,Smith,joseph.smith@yahoo.com,7165714171,11204,4928 Washington Ave,,Brooklyn,NY,07/24/1959,America/New_York,40.620445,-73.981225
John,Wilson,john.wilson17@outlook.com,7162176383,12205,8951 Fourth St,Apt 767,Albany,NY,04/18/1978,America/New_York,42.707133,-73.812588
Catherine,Conti,catherineconti79@hotmail.com,9294766413,11206,1342 Davis Ave,,Brooklyn,NY,05/02/1991,America/New_York,40.70646,-73.944716
John,Wilson,jwilson52@outlook.com,3159273076,13207,7937 Jones St,,Syracuse,NY,04/16/1979,America/New_York,43.076181,-76.086152
Lisa,Greco,lisa_greco25@outlook.com,9144224534,13210,4636 Maple Ave,Apt 842,Syracuse,NY,12/03/1952,America/New_York,43.002043,-76.052721
Michael,Esposito,michael.esposito3@yahoo.com,5185566854,14203,14 Oak Ave,,Buffalo,NY,09/17/1994,America/New_York,42.879196,-78.860509
Jennifer,Conti,jconti46@protonmail.com,9147922453,11210,777 Jackson St,,Brooklyn,NY,12/09/1949,America/New_York,40.623168,-73.945949
Donna,Brown,donna711@hotmail.com,3474181447,14609,7942 Moore Ave,,Rochester,NY,11/11/1949,America/New_York,43.204228,-77.5315
Joseph,Jones,josephj49@protonmail.com,9172561229,11354,1830 Adams St,,Queens,NY,10/02/1949,America/New_York,40.772958,-73.835055
Salvatore,Miller,salvatore_miller@hotmail.com,2124725385,12209,5851 Park Rd,,Albany,NY,05/21/1992,America/New_York,42.63006,-73.87008
Lisa,Conti,lisa184@hotmail.com,3154638668,10455,4031 Main St,,Bronx,NY,07/22/1947,America/New_York,40.804901,-73.905549
John,Jones,john_jones@protonmail.com,2129818703,10309,3288 Jefferson St,,Staten Island,NY,06/19/1967,America/New_York,40.517344,-74.21385
Angela,Davis,angeladavi@protonmail.com,2122109282,10305,1409 Thomas Rd,,Staten Island,NY,03/18/1948,America/New_York,40.599361,-74.068795
John,Davis,johndavi@protonmail.com,3154053952,14603,4664 Third St,,Rochester,NY,11/02/1992,America/New_York,43.180118,-77.590004
Vincent,Smith,vincent.smith@outlook.com,9148692815,14210,8040 Wilson Rd,,Buffalo,NY,10/01/1977,America/New_York,42.826665,-78.77739
Frank,Miller,frank.miller7@hotmail.com,7167139015,13201,1703 Jefferson St,,Syracuse,NY,06/08/1946,America/New_York,43.045554,-76.143867
Jennifer,Williams,jennifer.williams2@yahoo.com,2124243349,12202,2658 Thomas Rd,,Albany,NY,12/06/1995,America/New_York,42.684139,-73.838645
Lisa,Marino,lisa_marino88@protonmail.com,7163003696,10004,8156 Smith Rd,,New York,NY,05/21/1977,America/New_York,40.688493,-74.018047
Catherine,Wilson,catherinewil96@gmail.com,9172676273,10302,2932 Adams St,Apt 398,Staten Island,NY,06/26/1953,America/New_York,40.632597,-74.13406
Anthony,Williams,anthonywil13@gmail.com,5167558049,14602,6411 Thomas Rd,,Rochester,NY,03/25/1960,America/New_York,43.165095,-77.60115
Anthony,Johnson,ajohnson42@outlook.com,5166922640,10303,7564 Taylor Ave,,Staten Island,NY,09/28/1966,America/New_York,40.629761,-74.169052
Anthony,Davis,anthony_davis80@gmail.com,9292484815,11355,5869 Lincoln Rd,Apt 50,Queens,NY,05/13/1954,America/New_York,40.754552,-73.823007
Catherine,Smith,catherine.smith3@yahoo.com,6074708392,14608,1982 Brown St,,Rochester,NY,10/15/2001,America/New_York,43.130756,-77.540863
Maria,Greco,maria_greco58@protonmail.com,3156254160,13207,9997 Jefferson St,,Syracuse,NY,05/17/1949,America/New_York,43.076265,-76.085049
Anthony,Ricci,anthony_ricci@hotmail.com,3158169023,14203,3577 First St,Apt 590,Buffalo,NY,05/15/1957,America/New_York,42.878729,-78.854246
Frank,Williams,frank149@gmail.com,9146743453,11207,4368 Davis Ave,,Brooklyn,NY,09/28/1995,America/New_York,40.668948,-73.896097
Donna,Smith,donna_smith@hotmail.com,9179705787,10301,9949 Park Rd,Apt 459,Staten Island,NY,02/10/1950,America/New_York,40.631072,-74.084544
Jennifer,Conti,jennifer.conti51@outlook.com,3152984559,10305,789 Franklin Ave,Apt 243,Staten Island,NY,03/23/1951,America/New_York,40.602127,-74.07251
Christine,Smith,christines02@gmail.com,9299369126,11206,7787 Maple Ave,,Brooklyn,NY,11/15/2002,America/New_York,40.701514,-73.946892
Michael,Brown,michael_brown@outlook.com,5852494310,10013,2823 Main St,,New York,NY,08/18/2001,America/New_York,40.714797,-74.003819
Jennifer,Romano,jennifer.romano47@hotmail.com,9344341292,11358,4460 Washington Ave,Apt 445,Queens,NY,09/25/1947,America/New_York,40.761719,-73.79656
Jennifer,Greco,jennifer.greco57@outlook.com,7169777615,10014,2246 Franklin Ave,,New York,NY,06/15/1957,America/New_York,40.730476,-74.009065
Jennifer,Jones,jenniferjon61@hotmail.com,6464662410,14205,6612 Fifth St,,Buffalo,NY,03/24/1950,America/New_York,42.900556,-78.836043
Angela,Ferrari,aferrari88@outlook.com,6073613687,10304,8609 Lincoln Rd,,Staten Island,NY,04/24/1965,America/New_York,40.606949,-74.085706
Angela,Miller,angela.miller67@outlook.com,3476079686,10009,8473 Madison Ave,,New York,NY,06/16/1983,America/New_York,40.722794,-73.976784
Michelle,Miller,michellem74@yahoo.com,6462557164,14208,2273 Franklin Ave,,Buffalo,NY,10/17/1974,America/New_York,42.839182,-78.801497
Donna,Jones,donna.jones93@outlook.com,5162054267,10302,7974 Taylor Ave,,Staten Island,NY,03/04/1996,America/New_York,40.62605,-74.139649
Michelle,Marino,m.marino@outlook.com,5188221327,13208,9575 Pine St,,Syracuse,NY,04/10/1959,America/New_York,43.004362,-76.076736
Anthony,Jones,anthony1082@outlook.com,9143329767,14210,3609 Elm St,,Buffalo,NY,04/10/2006,America/New_York,42.827087,-78.779251
Michael,Jones,michael.jones@yahoo.com,6464487170,12206,8882 Smith Rd,,Albany,NY,03/20/2004,America/New_York,42.638697,-73.811361
Michelle,Wilson,michelle_wilson94@protonmail.com,6073696607,13208,6481 Williams Ave,,Syracuse,NY,01/24/1987,America/New_York,43.005863,-76.077493
Vincent,Wilson,vincent.wilson65@protonmail.com,9348083553,10460,4087 Jefferson St,,Bronx,NY,11/28/1949,America/New_York,40.845029,-73.881257
Maria,Russo,mariarus75@hotmail.com,9346609918,11209,6379 Maple Ave,,Brooklyn,NY,07/17/1950,America/New_York,40.61748,-74.026155
Nicholas,Brown,nicholasbrown33@yahoo.com,7182097240,14208,8280 Martin St,,Buffalo,NY,10/14/1947,America/New_York,42.838551,-78.80023
Angela,Greco,agreco72@outlook.com,7187294741,10305,9307 Park Rd,,Staten Island,NY,03/04/1956,America/New_York,40.594706,-74.072012
Donna,Davis,d.davis@protonmail.com,9172604903,10015,8480 Pine St,,New York,NY,02/21/1946,America/New_York,40.741678,-73.997293
Nicholas,Brown,nicholas_brown@hotmail.com,9146713531,10310,332 Williams Ave,Apt 31,Staten Island,NY,09/25/1962,America/New_York,40.634236,-74.117538
Vincent,Davis,vincent.davis7@protonmail.com,2122887283,10008,2374 First St,,New York,NY,06/25/1948,America/New_York,40.711602,-74.001186
Lisa,Smith,lisa.smith4@outlook.com,5182306798,14604,4412 Adams St,Apt 139,Rochester,NY,06/22/1975,America/New_York,43.144254,-77.579512
Vincent,Ferrari,vincent_ferrari@yahoo.com,8453438718,11210,1046 Madison Ave,Apt 819,Brooklyn,NY,02/15/1987,America/New_York,40.628142,-73.949858
Angela,Ricci,angela713@protonmail.com,2124551556,10006,4 Adams St,Apt 605,New York,NY,07/25/1998,America/New_York,40.713872,-74.008597
Frank,Conti,frankconti90@gmail.com,9296451957,14201,8894 Madison Ave,,Buffalo,NY,09/22/1951,America/New_York,42.887358,-78.875129
Jennifer,Wilson,jenniferwil44@hotmail.com,5183657564,14205,3539 Fifth St,,Buffalo,NY,01/27/1978,America/New_York,42.893395,-78.839488
Frank,Jones,frankj75@gmail.com,7167806377,11204,4674 Cedar Ln,,Brooklyn,NY,02/27/1975,America/New_York,40.615957,-73.983304
Joseph,Esposito,joseph851@outlook.com,9295033798,14205,8832 Third St,Apt 28,Buffalo,NY,01/26/1978,America/New_York,42.893542,-78.841874
Salvatore,Miller,salvatore_miller@protonmail.com,6076329992,11208,6413 Lincoln Rd,Apt 249,Brooklyn,NY,10/26/2007,America/New_York,40.669679,-73.870715
Donna,Romano,donna997@protonmail.com,5853366446,11208,4465 Pine St,,Brooklyn,NY,06/18/1979,America/New_York,40.674968,-73.875699
Michael,Ferrari,michael.ferrari38@gmail.com,7182237406,11201,1761 Anderson St,,Brooklyn,NY,08/16/1997,America/New_York,40.689445,-73.988678
Lisa,Davis,l.davis@outlook.com,6076119274,12206,9209 Martin St,,Albany,NY,02/06/2002,America/New_York,42.64473,-73.807108
Donna,Brown,dbrown42@yahoo.com,9297222118,10456,7089 Washington Ave,Apt 126,Bronx,NY,11/07/1969,America/New_York,40.827736,-73.914413
Frank,Jones,frank.jones@protonmail.com,9174716220,14201,5084 Adams St,,Buffalo,NY,04/15/2002,America/New_York,42.890955,-78.877802
Christine,Greco,christinegre89@hotmail.com,5185769071,10012,2558 Maple Ave,Apt 318,New York,NY,07/02/2002,America/New_York,40.729618,-73.995291
Christine,Wilson,cwilson50@gmail.com,9148467866,13210,7806 Second St,,Syracuse,NY,05/28/1962,America/New_York,43.000879,-76.058202
Joseph,Greco,josephg99@protonmail.com,3154345518,14607,9052 Jackson St,Apt 922,Rochester,NY,07/24/1999,America/New_York,43.192205,-77.549841
Lisa,Jones,lisajones89@outlook.com,3477514117,13205,4918 Third St,,Syracuse,NY,11/04/1980,America/New_York,43.064141,-76.103302
Salvatore,Williams,salvatorew53@yahoo.com,6319752787,14606,6494 Jackson St,,Rochester,NY,02/20/1953,America/New_York,43.139026,-77.562309
Nicholas,Ferrari,nicholas.ferrari00@outlook.com,2126619827,10451,6936 Thomas Rd,Apt 707,Bronx,NY,10/25/2000,America/New_York,40.81548,-73.929331
Donna,Greco,donna.greco8@gmail.com,6319874126,14604,9256 Franklin Ave,Apt 350,Rochester,NY,07/19/2003,America/New_York,43.143444,-77.58054
Maria,Wilson,mariaw88@yahoo.com,9178931480,12203,4055 Fourth St,,Albany,NY,03/23/1988,America/New_York,42.654131,-73.829263
Frank,Smith,franksmi35@outlook.com,9143967118,13204,8276 Jackson St,,Syracuse,NY,02/05/2000,America/New_York,43.030479,-76.115632
Donna,Ferrari,d.ferrari@hotmail.com,8453444155,10011,6628 Smith Rd,,New York,NY,10/01/1966,America/New_York,40.741821,-74.001153
John,Conti,john.conti@gmail.com,6462161238,14210,4350 Moore Ave,,Buffalo,NY,07/22/1991,America/New_York,42.822365,-78.779292
Michael,Miller,mmiller97@protonmail.com,5162642575,10019,9991 Elm St,,New York,NY,07/19/1963,America/New_York,40.768272,-73.988998
Nicholas,Greco,nicholas.greco3@outlook.com,5168188054,11207,9220 Miller St,,Brooklyn,NY,05/16/1975,America/New_York,40.667704,-73.898235
Donna,Russo,donna.russo87@gmail.com,6316012153,11101,1231 Maple Ave,,Queens,NY,06/22/1987,America/New_York,40.752048,-73.942043
Christine,Esposito,christineesp41@outlook.com,5185768880,12205,1708 Johnson Rd,,Albany,NY,08/24/1953,America/New_York,42.713511,-73.816346
John,Esposito,johne60@hotmail.com,3158448898,10301,952 Fifth St,,Staten Island,NY,07/08/1960,America/New_York,40.634522,-74.079258
Jennifer,Jones,jjones25@gmail.com,6316003925,10451,3672 Thomas Rd,Apt 309,Bronx,NY,08/17/1947,America/New_York,40.8158,-73.927711
Joseph,Wilson,josephw64@yahoo.com,5856751916,10013,4518 Johnson Rd,Apt 573,New York,NY,10/17/1964,America/New_York,40.723245,-74.00458
John,Esposito,john.esposito13@gmail.com,3156306243,10452,388 Elm St,Apt 229,Bronx,NY,12/19/2004,America/New_York,40.845641,-73.929426
Michael,Wilson,mwilson58@gmail.com,9147359444,11101,259 Pine St,,Queens,NY,03/04/1984,America/New_York,40.754247,-73.942436
Angela,Johnson,a.johnson@outlook.com,6078796665,10016,551 Washington Ave,,New York,NY,09/12/1997,America/New_York,40.749283,-73.980419
Catherine,Marino,catherine.marino@outlook.com,9293614482,11205,8675 Pine St,,Brooklyn,NY,07/11/1993,America/New_York,40.697736,-73.965267
Anthony,Miller,anthony1040@gmail.com,3154784505,11202,2780 First St,Apt 104,Brooklyn,NY,05/22/1947,America/New_York,40.703346,-73.994061
Michelle,Wilson,michelle_wilson@yahoo.com,6316123073,11354,2555 Jackson St,,Queens,NY,03/10/1969,America/New_York,40.772545,-73.835194
John,Esposito,johnesposito61@hotmail.com,7163832779,10457,542 Fourth St,,Bronx,NY,06/25/1959,America/New_York,40.851125,-73.899567
Angela,Jones,a.jones@outlook.com,6464693228,10012,2176 Adams St,,New York,NY,05/05/1957,America/New_York,40.726265,-74.002128
Salvatore,Smith,salvatoresmi89@protonmail.com,9347613978,14210,1835 Franklin Ave,Apt 784,Buffalo,NY,11/22/1979,America/New_York,42.824011,-78.78134
Catherine,Brown,catherine.brown2@yahoo.com,9345342889,10459,9515 Park Rd,,Bronx,NY,01/19/1996,America/New_York,40.825017,-73.893263
Nicholas,Marino,nicholas795@protonmail.com,9178893973,14201,2578 First St,Apt 465,Buffalo,NY,08/13/1994,America/New_York,42.881909,-78.873812
Frank,Wilson,frankwils@yahoo.com,8454049103,11355,1705 Wilson Rd,,Queens,NY,01/18/1961,America/New_York,40.745344,-73.820447
Vincent,Ricci,vincent.ricci85@gmail.com,7165521450,10007,5664 Miller St,,New York,NY,07/12/1985,America/New_York,40.716778,-74.008447
Nicholas,Wilson,nicholaswils@hotmail.com,8459497954,10301,6637 Martin St,,Staten Island,NY,02/07/2002,America/New_York,40.631372,-74.082225
Catherine,Davis,catherine.davis@yahoo.com,9297264901,13207,7006 Park Rd,,Syracuse,NY,02/18/1997,America/New_York,43.076123,-76.089671
Salvatore,Jones,s.jones@gmail.com,8453947079,14203,621 Washington Ave,,Buffalo,NY,10/22/1994,America/New_York,42.879266,-78.862178
Angela,Johnson,angela.johnson13@protonmail.com,6072605681,10017,3275 Jones St,Apt 761,New York,NY,11/08/1980,America/New_York,40.750089,-73.974028
John,Russo,john.russo86@hotmail.com,8457331210,13201,9289 Jones St,Apt 454,Syracuse,NY,06/08/1986,America/New_York,43.046237,-76.147807
Christine,Marino,cmarino10@yahoo.com,6312878470,11204,3336 Elm St,Apt 712,Brooklyn,NY,11/21/1989,America/New_York,40.619423,-73.987042
Angela,Miller,amiller28@hotmail.com,9349326354,12203,405 Taylor Ave,Apt 684,Albany,NY,12/17/1979,America/New_York,42.646238,-73.826679
Michael,Romano,michael.romano44@protonmail.com,9294448455,14208,6834 Washington Ave,,Buffalo,NY,04/08/1983,America/New_York,42.841273,-78.793552
John,Marino,johnmarino61@hotmail.com,9176578114,10006,7258 Adams St,Apt 42,New York,NY,06/09/1949,America/New_York,40.708899,-74.010824
Donna,Conti,donna_conti@hotmail.com,7186709638,10018,3722 Second St,,New York,NY,05/04/2006,America/New_York,40.754536,-73.99056
Christine,Russo,christine_russo3@protonmail.com,5183231393,12205,5402 Williams Ave,,Albany,NY,10/27/2004,America/New_York,42.705309,-73.812514
Michelle,Brown,michelle.brown@hotmail.com,2122528159,12203,5628 Fifth St,,Albany,NY,11/28/1971,America/New_York,42.646964,-73.831774
Christine,Jones,christine.jones82@hotmail.com,5855987988,10010,8253 First St,,New York,NY,12/21/2004,America/New_York,40.738356,-73.979017
Catherine,Miller,catherine.miller51@gmail.com,7183383984,10011,7614 Davis Ave,Apt 425,New York,NY,12/05/1951,America/New_York,40.737319,-74.002916
Lisa,Brown,lisa.brown@outlook.com,3474416267,13204,2636 Fourth St,,Syracuse,NY,06/08/1968,America/New_York,43.032327,-76.118902
Anthony,Conti,anthonyconti12@hotmail.com,6316581514,10016,5500 Jackson St,,New York,NY,02/16/1970,America/New_York,40.747673,-73.982188
Anthony,Conti,aconti34@hotmail.com,7185875713,10451,8399 Pine St,,Bronx,NY,04/13/1964,America/New_York,40.820141,-73.926599
Lisa,Ricci,lisa_ricci71@hotmail.com,2124706322,13201,3076 Anderson St,,Syracuse,NY,09/01/1954,America/New_York,43.050556,-76.152051
Salvatore,Johnson,salvatore_johnson24@gmail.com,7165488235,10015,9469 Moore Ave,,New York,NY,12/17/1977,America/New_York,40.739073,-74.003495
Lisa,Williams,l.williams@yahoo.com,7169524871,10303,7354 Pine St,,Staten Island,NY,11/05/1961,America/New_York,40.63071,-74.163422
Nicholas,Jones,nicholas.jones96@gmail.com,7184004390,11356,6753 Fifth St,,Queens,NY,08/12/1996,America/New_York,40.784546,-73.842055
Christine,Esposito,c.esposito@outlook.com,5185552134,11206,1906 Washington Ave,,Brooklyn,NY,11/03/1956,America/New_York,40.703019,-73.939583
Lisa,Miller,lmiller67@protonmail.com,3159002913,14208,4550 Wilson Rd,,Buffalo,NY,12/06/1996,America/New_York,42.837242,-78.798399
Jennifer,Marino,jennifer.marino37@outlook.com,5165584776,10457,5944 Thomas Rd,,Bronx,NY,03/06/1986,America/New_York,40.851139,-73.893948
Vincent,Esposito,vincent_esposito78@outlook.com,8457384205,10304,3021 Oak Ave,,Staten Island,NY,11/17/2004,America/New_York,40.613323,-74.084772
Angela,Romano,angelaromano20@yahoo.com,8456461069,11205,5079 Second St,,Brooklyn,NY,12/03/1980,America/New_York,40.694568,-73.964969
Vincent,Wilson,vincentwilson91@hotmail.com,9147946964,10017,8954 Pine St,Apt 472,New York,NY,03/21/1952,America/New_York,40.757011,-73.97095
Catherine,Smith,catherine.smith68@protonmail.com,9349676689,10004,7953 Main St,,New York,NY,02/14/1968,America/New_York,40.693608,-74.011528
Michelle,Conti,michelle.conti@yahoo.com,8454523901,10009,2250 Johnson Rd,,New York,NY,07/17/1993,America/New_York,40.730049,-73.977797
Angela,Conti,angela_conti6@gmail.com,3155216795,14602,2686 Madison Ave,,Rochester,NY,09/26/2002,America/New_York,43.163078,-77.603252
Christine,Esposito,christine_esposito91@outlook.com,3474277709,11209,7527 Johnson Rd,,Brooklyn,NY,05/13/1976,America/New_York,40.625403,-74.032555
Anthony,Wilson,anthony.wilson73@outlook.com,5169889268,11206,4888 Jones St,Apt 786,Brooklyn,NY,12/06/1949,America/New_York,40.697183,-73.942571
Anthony,Miller,anthony626@protonmail.com,9172976157,10303,3859 Main St,,Staten Island,NY,04/21/1979,America/New_York,40.633949,-74.166304
Michael,Williams,michaelwil67@outlook.com,6319878599,10457,7956 Oak Ave,,Bronx,NY,07/06/1947,America/New_York,40.848589,-73.902534
Angela,Esposito,angela747@hotmail.com,9347448400,10003,1890 Smith Rd,,New York,NY,01/28/1982,America/New_York,40.727106,-73.9918
Michelle,Brown,michelle_brown57@outlook.com,9299571159,10013,2023 Thomas Rd,,New York,NY,05/02/1954,America/New_York,40.721181,-74.00509
